data,titulo,link,categoria,conteudo
"11 março, 2026",IFPR Foz celebra Formatura 2026,https://ifpr.edu.br/foz-do-iguacu/ifpr-foz-celebra-formatura-2026/,Notícias,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRNotíciasPublicado em11 março, 2026O Instituto Federal do Paraná (IFPR) – Campus Foz do Iguaçu realizou, no sábado (07/03), no Auditório da Unioeste, três de sessões solenes que marcaram a conclusão de cursos técnicos e superiores de quase 200 estudantes. As cerimônias reuniram formandos, familiares, servidores e autoridades acadêmicas para celebrar o encerramento de mais um ciclo de formação profissional na instituição.As cerimônias contaram com a presença do reitor do IFPR, professor Adriano Willian da Silva Viana Pereira, que presidiu as sessões, além da diretora-geral do campus, professora  Kayla Garmus, e coordenadores de curso.Naprimeira sessãoda solenidade, realizada no período da tarde, 50 estudantes receberam seus certificados de conclusão dos cursosTécnicos em Edificações e em Meio Ambiente.Na sequência, asegunda sessãocelebrou a certificação de 63 estudantes dos cursosTécnicos em Aquicultura, em Desenvolvimento de Sistemas e do curso técnico subsequente em Gastronomia.Aterceira e última sessãofoi dedicada à colação de grau dos formandos dos cursos de Graduação:Engenharia de Aquicultura, Licenciatura em Física, Tecnologia em Análise e Desenvolvimento de Sistemas e Tecnologia em Gastronomia.As solenidades reforçaram o papel do IFPR na formação técnica e cidadã de profissionais preparados para diferentes áreas do mercado de trabalho. Em um clima de emoção e conquista, as cerimônias marcaram não apenas o encerramento da trajetória acadêmica dos estudantes, mas também o início de novos caminhos profissionais e pessoais para os formandos.Confira quem foram osSERVIDORES HOMENAGEADOSpelas turmas.Para ver as fotos da formatura, acesseos álbuns nossa página no Facebook.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"11 março, 2026",Divulgado resultado da prova de Suficiência em Inglês – 2026,https://ifpr.edu.br/foz-do-iguacu/34030-2/,Notícias,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRNotíciasPublicado em11 março, 2026O IFPR Foz divulgou o resultado da Prova de Suficiência e Validação de Conhecimentos Anteriores em Língua Estrangeira Moderna – Inglês 2026. Os nomes dos aprovados está noEdital Nº50.A avaliação ocorreu em duas etapas: 1ª fase (prova escrita) e 2ª fase (prova oral e produção escrita).Os estudantes aprovados estão dispensados da disciplina de Língua Inglesa na série/ano em que estiverem matriculados.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"6 março, 2026",Abertas as inscrições para estágio na área de Pedagogia,https://ifpr.edu.br/foz-do-iguacu/abertas-as-inscricoes-para-estagio-na-area-de-pedagogia/,Estágio,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPREstágioPublicado em6 março, 2026O Instituto Federal do Paraná (IFPR) – Campus Foz do Iguaçu está com inscrições abertas,de 09 a 23 de março,para o Processo Seletivo Simplificado que oferta uma vaga para estágio na Seção Pedagógica e de Assuntos Estudantis – SEPAE do campus, por meio doEdital DG/FOZ/IFPR nº 47/2026.Os interessados devem ser estudantes do curso de Pedagogia com matrícula e frequência regular em Instituição de Ensino credenciada pelo Ministério da Educação e que preencham os requisitos constantes no edital.O estagiário receberá, durante o período de atuação, bolsa-auxílio no valorR$ 1.125,69(6 horas/dia) eauxílio transporte de R$ 10,00por dia de deslocamento, além de seguro contra acidentes pessoais.Para inscrever-se, o candidato deve preencher oRequerimento eletrônico de inscriçãoe anexar a documentação exigida no item 7 do edital.Em caso de dúvidas, oe-mailpara contato é:pss.foz@ifpr.edu.br.O horário do estágio será das07h20m às 13h20m, com jornada de 30 horas semanais.Dentre as atividades a serem realizadas, temos:1. Apoio Pedagógico aos Estudantes2. Apoio às Atividades da Equipe Pedagógica3. Apoio às Ações Inclusivas4. Apoio a Projetos e Atividades Educativas5. Observação e Formação6. Atividades Administrativas de ApoioObservação:Todas as atividades elencadas acima serão orientadas e supervisionadas por servidor responsável pelo setor específico.Do candidato à vaga, espera-se as seguintes aptidões:– Ser dinâmico, comunicativo, com capacidade para trabalhar em equipe, assim como ser capaz de compartilhar e buscar o conhecimento;– Ser discreto e guardar sigilo acerca de informações de cunho pessoal e/ou restrito;– Possuir conhecimentos básicos de informática para o desenvolvimento de atividades administrativas: manusear editores de texto, planilhas eletrônicas e o uso de ferramentas do Gmail. – Redigir textos com coerência e coesão, observando as regras gramaticais da Língua Portuguesa.– Possuir habilidade de atendimento ao público, com cortesia e eficiência;– Possuir conhecimentos específicos da área de conhecimento compatíveis com o período cursado.Mais informações e publicações desta seleção estão disponíveisaqui.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"2 março, 2026",IFPR divulga convocados para 2ª fase de prova de suficiência em inglês,https://ifpr.edu.br/foz-do-iguacu/ifpr-divulga-convocados-para-2a-fase-de-prova-de-suficiencia-em-ingles/,Notícias,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRNotíciasPublicado em2 março, 2026O Instituto Federal do Paraná (IFPR) – Campus Foz do Iguaçu publicou, nesta segunda-feira (02/03), oEdital de convocação para a 2ª fase da Prova de Suficiência e Validação de Conhecimentos em Língua Inglesa.O documento traza lista de classificados, os horários das avaliações orais e escritas, e orientações para os estudantes participantes do ano letivo de 2026.No período da manhã, a partir das 8h, serão avaliados os alunos do 2º ano dos cursos técnicos. À tarde, as atividades começam às 14h, com maior número de participantes dos 1º, 2º e 3º anos dos cursos de Desenvolvimento de Sistemas, Meio Ambiente e Aquicultura.O edital também relaciona os alunos com conceito insuficiente (D) e os ausentes na primeira fase, que não prosseguem no processo. A direção do campus orienta os convocados a comparecerem com antecedência, respeitando os horários estabelecidos.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"2 março, 2026",NEABI divulga resultado da seleção para bolsistas com foco em culturas indígenas e afro-brasileiras,https://ifpr.edu.br/foz-do-iguacu/neabi-divulga-resultado-da-selecao-para-bolsistas-com-foco-em-culturas-indigenas-e-afro-brasileiras/,Neabi,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRNeabiPublicado em2 março, 2026O Instituto Federal do Paraná (IFPR) – Campus Foz do Iguaçu, por meio do projeto“NEABI-Foz: Ancestralidade, Saberes e Diálogos para as Relações Étnico-Raciais”,divulgou o resultado daseleção de estudantes bolsistas que atuarão junto ao Núcleo de Estudos Afro-Brasileiros e Indígenas (NEABI). Os nomes dos selecionados e a classificação geral está disponível naAta da Banca Avaliadora.Ao todo, são oferecidas três vagas: duas para alunos dos cursos técnicos integrados ao Ensino Médio e uma para estudantes de Ensino Superior.Os selecionados apoiarão atividades relacionadas à educação étnico-racial, documentação de práticas culturais de comunidades tradicionais e produção de conteúdo audiovisual e comunicacional.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"2 março, 2026",IFPR Foz convoca candidatos para 4ª chamada de matrícula do curso de TADS,https://ifpr.edu.br/foz-do-iguacu/ifpr-foz-convoca-candidatos-para-4a-chamada-de-matricula-do-curso-de-tads/,Processo Seletivo,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRProcesso SeletivoPublicado em2 março, 2026O Instituto Federal do Paraná (IFPR) – Campus Foz do Iguaçu publicou na sexta-feira (27/02) oEdital de Convocação para a 4ª chamada do Processo Seletivo 2026.que oferece vagas para o curso deTecnologia em Análise e Desenvolvimento de Sistemas (TADS).A lista com os nomes dos candidatos aptos a realizar matrícula está disponível no Anexo I do documento, que também estabelece prazos e orientações para a comprovação de cotas e entrega de documentos.As matrículas serão realizadas presencialmente entre os dias 2 e 4 de março, na Secretaria Acadêmica da instituição.Os convocados se enquadram em duas categorias:“matrícula imediata” e “expectativa de vaga”. Enquanto os primeiros têm vaga garantida mediante apresentação da documentação, os segundos deverão entregar os mesmos documentos e aguardar a existência de vagas remanescentes após a efetivação das matrículas imediatas. Candidatos inscritos nas cotas de Escola Pública (EP), Pessoa com Deficiência (PCD) e Baixa Renda (BR) precisam comprovar sua condição presencialmente no campus, conforme cronograma e horários especificados no edital.O prazo para entrega dos documentos de comprovação das cotas vai até 4 de março. O resultado provisório da análise documental será divulgado em 5 de março, com possibilidade de recurso nos dias 5 e 6 do mesmo mês. O resultado final está previsto para 6 de março, e a divulgação do resultado das matrículas ocorre em 9 de março. Toda a documentação exigida está listada no Anexo IV do edital, incluindo RG, CPF, certificado de conclusão do Ensino Médio e, para menores de 18 anos, declaração de vacinação e acompanhamento de responsável legal.A modalidade tecnólogo é um curso superior, reconhecido pelo MEC que habilita o profissional a atuar em diversos nichos de mercado. As disciplinas do curso de TADS fornecem o embasamento para que o aluno adquira conhecimento técnico e desenvolva autonomia para atuar nos diversos setores da área de tecnologia da informação.Ao se formar, o profissional estará apto a:Dúvidas podem ser esclarecidas pelos telefones (45) 3422-5310 e WhatsApp (45) 3422-5323. A instituição recomenda que os candidatos não deixem a entrega de documentos para o último dia, a fim de evitar contratempos. Os resultados e demais comunicados serão publicados na página oficial do IFPR Campus Foz do Iguaçu.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"2 março, 2026",Esgotadas as vagas para o curso Técnico em Gastronomia,https://ifpr.edu.br/foz-do-iguacu/esgotadas-as-vagas-para-o-curso-de-tecnico-em-gastronomia/,Vagas remanescentes,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRVagas remanescentesPublicado em2 março, 2026A Secretaria Acadêmica do IFPR – Campus Foz do Iguaçu informa que não há mais disponibilidade de vagas para o curso de Técnico Subsequente em Gastronomia.As vagas foram ofertadas no PROCESSO SELETIVO POR DEMANDA ESPONTÂNEA PARA INGRESSO NO CURSO TÉCNICO SUBSEQUENTE AO ENSINO MÉDIO DO IFPR CAMPUS FOZ DO IGUAÇU. Conforme previsto noEdital Nº39, as vagas foram preenchidas de acordo com a ordem de chegada na Secretaria.Há vagas ainda para o curso de Engenharia de Aquicultura e de Licenciatura em Física. Para saber mais, acesse:https://ifpr.edu.br/foz-do-iguacu/ifpr-foz-abre-inscricoes-para-vagas-remanescentes-nos-cursos-gratuitos-de-fisica-e-engenharia-de-aquicultura-para-inicio-imediato-2/Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"26 fevereiro, 2026",Jogos Internos do IFPR Foz 2026 serão nos dias 12 e 13 de março,https://ifpr.edu.br/foz-do-iguacu/jogos-internos-do-ifpr-foz-2026-serao-nos-dias-12-e-13-de-marco/,Esportes,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPREsportesPublicado em26 fevereiro, 2026O Instituto Federal do Paraná (IFPR) – Campus Foz do Iguaçu realizará,nos dias 12 e 13 de março de 2026,a edição anual dosJogos Internos do IFPR Foz – 2026. O evento esportivo reunirá estudantes em diversas modalidades, promovendo integração e competição saudável entre os alunos.De acordo com a organização, a programação terá início na quinta-feira (12) pela manhã, com recepção dos participantes e cerimonial de abertura. As competições se estendem ao longo dos dois dias, contemplando modalidades individuais e coletivas, tanto masculinas quanto femininas, além de atividades mistas.Programação completaQuinta-feira, 12 de março – Manhã (quadra externa, ginásio e campo de futebol)Quinta-feira, 12 de março – Tarde (ginásio de esportes)Sexta-feira, 13 de março – ManhãSexta-feira, 13 de março – Tarde (ginásio de esportes)Além das disputas esportivas, está prevista uma competição entre torcidas, que promete animar ainda mais o evento.As inscrições para as equipes e atletas estão abertas até o dia 10 de marçoe devem ser realizadas presencialmente na assistência de alunos do campus.Para conhecer oRegulamento Geralda competição e as regras específicas de cada modalidade, os interessados podem acessar o documento oficial por meio do link:https://docs.google.com/document/d/14G5cN2hW11q4ofbf62RVy2WrHVEG8h6U/editA comissão organizadora reforça o convite para que todos os alunos participem, seja como atletas ou torcedores, contribuindo para um ambiente de confraternização e espírito esportivo.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"25 fevereiro, 2026",IFPR Foz divulga 5ª Chamada do Processo Seletivo 2025/2026,https://ifpr.edu.br/foz-do-iguacu/ifpr-foz-divulga-5a-chamada-do-processo-seletivo-2025-2026/,Processo Seletivo 2026,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRProcesso Seletivo 2026Publicado em25 fevereiro, 2026O Instituto Federal do Paraná (IFPR) – Campus Foz do Iguaçu divulgou, nesta terça-feira (24/02), os editais de abertura da5ª Chamada para matrículaem cursos Técnicos Integrados ao Ensino Médio. As convocações contemplam candidatos já inscritos no Processo Seletivo 2025/2026 tanto da ampla concorrência, quanto das ações afirmativas.As matrículas serão realizadas nos dias 25/02/2026, 26/02/2026 e 27/02/2026, das 10h às 18h,presencialmente,mediante apresentação da documentação solicitada e do preenchimento dorequerimento de matrículaEntre as oportunidades, estão os cursos técnicos em Aquicultura, Edificações, Meio Ambiente e Desenvolvimento de Sistemas (Integrado ao Ensino Médio).A lista completa dos candidatos convocados está disponível nos anexos de cada edital:EDITAL 38 –5ª CHAMADA – CURSOS TÉCNICOS INTEGRADOS AO ENSINO MÉDIOCandidatos selecionados por meio das cotas para Escola Pública (EP), Pessoa com Deficiência (PCD), Baixa Renda (BR) ou pelo programa Partiu IF (PIF) precisam apresentar a comprovação presencial dessa condição para efetivar a matrícula. Todos os documentos necessários para a comprovação de cotas e para a matrícula em si estão detalhados nos editais, e a ausência da documentação correta pode levar à desclassificação.O cronograma é comum a todos os processos.A comprovação das cotas deve ser feita presencialmente na Secretaria Acadêmica do campus, localizada na Avenida Araucária, 780, Vila A, entre os dias 25 e 27 de fevereiro.Dúvidas podem ser esclarecidas pelos telefones (45) 3422-5310 ou (45) 3422-5323 (WhatsApp).Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"25 fevereiro, 2026","IFPR Foz abre inscrições para vagas remanescentes nos cursos gratuitos de Física, Engenharia de Aquicultura e Técnico em Gastronomia",https://ifpr.edu.br/foz-do-iguacu/ifpr-foz-abre-inscricoes-para-vagas-remanescentes-nos-cursos-gratuitos-de-fisica-e-engenharia-de-aquicultura-para-inicio-imediato-2/,Oportunidade,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPROportunidadePublicado em25 fevereiro, 2026O Instituto Federal do Paraná (IFPR) – Campus Foz do Iguaçu divulgou, nesta quarta-feira (24/02), por meio doEdital N°35/2026e doEdital Nº39/2026, a abertura de inscrições paravagas remanescentesem cursos  gratuitos, por meio de demanda espontânea. As oportunidades são para os cursos deLicenciatura em Física(20 vagas),Engenharia de Aquicultura(13 vagas) eCurso Técnico Subsequente em Gastronomia(10 vagas). Podem se inscrever tanto candidatos que participaram do Processo Seletivo IFPR 2026 quanto interessados que não realizaram a prova.As pessoas interessadas em ocupar as vagas deverão comparecer à Secretaria Acadêmica do Campus (Av. Araucária, 780, Vila Residencial A)no período de 25 de fevereiro de 2026 a 04 de março de 2026.As vagas serão preenchidas por ordem de chegada, sem necessidade de participação em processos seletivos anteriores.Para garantir a vaga, basta o interessado apresentar a documentação necessária. Não haverá prova nem sorteio.Implantado em 2014, tem por objetivo formar bons profissionais na área do ensino da Física. A estrutura curricular do curso prevê que o aluno tenha contato com disciplinas de Física, Matemática, Educação e outras. Os estudantes têm a oportunidade de aliar teoria e prática nos laboratórios utilizados ao longo de toda a graduação. A licenciatura conta, também, com oficinas de ensino-aprendizagem, nas quais os discentes são estimulados a produzir atividades didáticas e desenvolver metodologias, integrando conteúdos de Física e Educação. Há ofertas de bolsas de estudo, ensino e pesquisa para os graduandos ao longo do curso.Duração: 4,5 anos – Turno: noturno.O curso de Engenharia de Aquicultura do IFPR é ofertado em período integral e tem duração de cinco anos. Foi criado para atender a uma demanda regional e nacional por profissionais capacitados para atuar na área da Aquicultura – ciência que estuda e desenvolve técnicas de cultivo, manejo e reprodução de organismos aquáticos, como peixes (Piscicultura); camarões (Carcinicultura); rãs (Ranicultura); moluscos: ostras e mexilhões (Malacocultura); algas e até tartarugas e jacarés. Um dos objetivos da Aquicultura é garantir produtos para o consumo com maior controle, regularidade e sustentabilidade.Duração: 5 anos – Turno: noturno.O curso Técnico Subsequente de Gastronomia é destinado a pessoas que já terminaram o Ensino Médio e querem uma formação profissional rápida. O curso é à tarde e presencial. O profissional formado recebe a titulação de Técnico em Cozinha, cujas habilidades e perfil estarão voltados à produção e operação de cozinhas profissionais. Como possibilidade de atuação, o aluno poderá trabalhar em restaurantes, bares, panificadoras, hotéis e meios de hospedagem, refeitórios,catering, bufê, cruzeiros marítimos, embarcações, empresas de consultoria e lojas especializadas.No curso, são abordados temas como habilidades de cozinha profissional, habilidades de panificação e confeitaria, gestão gastronômica, segurança do alimento e alimentar, cozinhas clássicas, bebidas e eventos gastronômicos entre outros.Dúvidas podem ser esclarecidas pelo e-mailsecretaria.foz@ifpr.edu.brou no site oficial do IFPR – Foz do Iguaçu:www.foz.ifpr.edu.brOu pelos telefones (45) 3422-5310 ou (45) 3422-5323 (WhatsApp).Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"24 fevereiro, 2026",IFPR Foz abre inscrições para aulas gratuitas de teatro,https://ifpr.edu.br/foz-do-iguacu/ifpr-foz-abre-inscricoes-para-aulas-gratuitas-de-teatro/,Arte e Cultura,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRArte e CulturaPublicado em24 fevereiro, 2026OPrograma de Extensão “Arteando”, desenvolvido pelo Instituto Federal do Paraná (IFPR) – Campus Foz do Iguaçu, sob coordenação do professor Givaldo Moisés de Oliveira, está com inscrições abertas para interessados em compor oGrupo de Teatro do IFPR.Ao longo do ano, serão ministradas aulas gratuitas de teatro e, ao final, será encenada uma peça envolvendo os alunos. O projeto é aberto a estudantes, servidores e à comunidade em geral.As vagas são limitadas e oinício das aulas está previsto para ocorrer no dia 10/03.Para o público externo ao IFPR, o requisito é que os interessados tenham a partir de 18 anos.Os encontros serão realizados sempre às terças-feiras, das 19h às 21h, no Espaço das Artes, localizado no Campus do IFPR. (Av. Araucária, 780, Vila A).As inscrições vão até o preenchimento total das 18 vagas e podem ser realizadas por meio do preenchimento desteformulário eletrônico.Os inscritos comtemplados por ordem de inscrição serão notificados por e-mail.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"23 fevereiro, 2026",Homologadas as inscrições para a Prova de Suficiência em Inglês – 2026,https://ifpr.edu.br/foz-do-iguacu/homologadas-as-inscricoes-para-a-prova-de-suficiencia-em-ingles-2026/,Notícias,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRNotíciasPublicado em23 fevereiro, 2026O IFPR – Campus Foz do Iguaçu divulgou a lista dos inscritos que irão realizar  aProva de Suficiência e Validação de Conhecimentos Anteriores em Língua Inglesa, destinada aos estudantes dos Cursos Técnicos Integrados ao Ensino Médio. Os nomes, respectivos cursos e horários podem ser acessados noEdital Nº33.A avaliação ocorrem em duas etapas:1ª fase (prova escrita), que será realizada no dia 24 de fevereiro, e2ª fase (prova oral e produção escrita), marcada para o dia 03 de março.O resultado final será até 06 de março de 2026.A prova é facultativa e possibilita a dispensa da disciplina de Língua Inglesa na série/ano em que o estudante estiver matriculado em 2026, mediante aprovação.Candidatos que possuírem certificados internacionais válidos (TOEIC, TOEFL, Michigan ou Duolingo English Test) realizados nos últimos 365 dias poderão apresentá-los no ato da inscrição para análise e possível dispensa da 1ª fase.Todas as informações, cronograma completo e link de inscrição estão disponíveis noEdital Nº 21.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"20 fevereiro, 2026",IFPR Foz oferta aulas gratuitas de Capoeira à comunidade,https://ifpr.edu.br/foz-do-iguacu/ifpr-foz-oferta-aulas-gratuitas-de-capoeira-a-comunidade-3/,esporte,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPResportePublicado em20 fevereiro, 2026O Projeto de Extensão “IFPR e Comunidade: Unidos através do Esporte” está com inscrições abertas para a“Oficina de Capoeira”.A atividade é gratuita e aberta à comunidade.As aulas serão no Ginásio do IFPR do IFPR – Campus Foz do Iguaçu,das 18h às 19h, sempre às segundas e quartas-feiras.Segundo o coordenador, prof. Fábio Castilha, a ideia é contemplar o processo de ensino e aprendizagem da arte da Capoeira, por meio de aulas práticas e de musicalidade.Ao longo do curso, os alunos participarão de apresentações, campeonatos, eventos, além de receberem certificação para horas complementares.Interessados podem se inscrever peloformulário eletrônico.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"19 fevereiro, 2026",IFPR Foz abre inscrições para Projetos Esportivos,https://ifpr.edu.br/foz-do-iguacu/ifpr-foz-abre-inscricoes-para-projetos-esportivos-2/,esporte,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPResportePublicado em19 fevereiro, 2026O IFPR – Campus Foz do Iguaçu está com inscrições abertas paraProjetos Esportivos 2026,voltados exclusivamente aos estudantes do Campus. Os treinamentos são ministrados pelos professores de Educação Física, Fábio Castilha e Patrícia Gaion, e têm por objetivo promover a socialização dos alunos por meio da prática desportiva.Os projetos terão início no dia 23 de fevereiro. As modalidades ofertadas são:Iniciação à Prática Esportiva; Futsal; Voleibol; e Basquetebol.Os interessados podem se inscrever por meio do preenchimento doformulário eletrônico disponível aqui.É possível se inscrever em mais de uma modalidade (sem conflito de horários). Participantes com mínimo de 75% de frequência recebem certificação para horas complementares ao final do ano.Aulas de manhã sempre às quintas-feiras (para alunos da tarde)Das 10h às 12hAulas de tarde sempre às segundas-feiras (para alunos da manhã)Das 16h às 18hAulas sempre às segundas-feiras e quartas-feirasDas 18h às 19h30Aulas à noite sempre às  segundas-feiras e quartas-feirasDas 19h30 às 21hAulas à noite sempre às  segundas-feiras e quartas-feirasDas 19h30 às 21hConsulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"19 fevereiro, 2026",IFPR Foz abre inscrições para Prova de Suficiência em Língua Inglesa – 2026,https://ifpr.edu.br/foz-do-iguacu/ifpr-foz-abre-inscricoes-para-prova-de-suficiencia-em-lingua-inglesa-2026/,Notícias,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRNotíciasPublicado em19 fevereiro, 2026Estão abertas as inscrições para aProva de Suficiência e Validação de Conhecimentos Anteriores em Língua Inglesa, destinada aos estudantes dos Cursos Técnicos Integrados ao Ensino Médio do IFPR Campus Foz do Iguaçu. As inscrições ocorrem entre os dias 19 e 20 de fevereiro de 2026 (via formulário eletrônico):https://forms.gle/ELoCbe3qH9WVE4aYAA avaliação ocorrem em duas etapas:1ª fase (prova escrita), que será realizada no dia 24 de fevereiro, e2ª fase (prova oral e produção escrita), marcada para o dia 03 de março.O resultado final será até 06 de março de 2026.A prova é facultativa e possibilita a dispensa da disciplina de Língua Inglesa na série/ano em que o estudante estiver matriculado em 2026, mediante aprovação.Candidatos que possuírem certificados internacionais válidos (TOEIC, TOEFL, Michigan ou Duolingo English Test) realizados nos últimos 365 dias poderão apresentá-los no ato da inscrição para análise e possível dispensa da 1ª fase.Todas as informações, cronograma completo e link de inscrição estão disponíveis noEdital Nº 21.Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
"13 fevereiro, 2026",IFPR lança edital de doação de celulares para estudantes,https://ifpr.edu.br/foz-do-iguacu/ifpr-lanca-edital-de-doacao-de-celulares-para-estudantes/,Notícias,"Saiba maisProcessos em andamento.Sistemas Acadêmicos, Administrativos e HelpdeskInformações sobre as bibliotecas do IFPRNotíciasPublicado em13 fevereiro, 2026O Instituto Federal do Paraná publicou, no último dia 10, o edital 11/2026, que trata da doação de celulares para estudantes do IFPR.A iniciativa é uma ação conjunta entre a gestão do Instituto, por meio da Diretoria de Assuntos Estudantis (DAES), e a Receita Federal.Trata-se de aparelhos de marcas diversas a serem entregues para estudantes de todos os campi do IFPR que não possuam aparelho ou cujo celular esteja defasado.Para se candidatar a receber os aparelhos, alunas e alunos da instituição precisam cumprir algumas etapas e preencherem alguns requisitos.Para realizar a inscrição, os estudantes precisam preencher oFORMULÁRIO DE INSCRIÇÃO.O objetivo da ação é proporcionar que os aparelhos celulares possam ser utilizados sobretudo para a realização das atividades acadêmicas de ensino, pesquisa e extensão, priorizando estudantes que possuam necessidades específicas, de modo a tornar o equipamento ferramenta fundamental para a diminuição das barreiras comunicacionais e pedagógicas.As inscrições para o Edital 11/2026 vão até o próximo dia 27 de fevereiro.Confira o Edital 11/2026CLICANDO AQUI!Consulte o cadastro do IFPR no e-mecIFPR – Campus Foz do Iguaçu – Avenida Araucária, 780, Bairro Vila A – CEP: 85860-000 – Foz do Iguaçu – Paraná."
