order_id;data_pedido;status;ano;mes;mes_ano;pedido_valido;customer_id;estado_cliente;product_id;categoria;seller_id;price;frete;receita
020550d9cdfb7110d07fd1a1f8937c6e;02/09/2017;delivered;2017;9;01/09/2017;Sim;b8cd636f6513382dd886029c3e51c412;MG;de7034010d180a33f04a16b235281265;informatica_acessorios;1838dd9b8977065acf51d95e0053ea7a;28,9;13,37;42,27
020aec76c43508e4214579c52c1133f4;25/06/2018;delivered;2018;6;01/06/2018;Sim;d61274989a1013559fec1e4a020eeb0c;SP;2f5895fbda5cbf713513c5b641383a97;ferramentas_jardim;51e4e89242cbb846c2deff3dc015650e;27,9;19,39;47,29
020f04b3da1d597b9a00b825762299ba;05/07/2018;delivered;2018;7;01/07/2018;Sim;0b42990c6a03665bc6591652ed10d6ae;SP;77f217636750a5d2e21017effe0a634d;brinquedos;c092292535a57dacd95a8765f5518f87;125;18,98;143,98
023af4b88d12c9f3f56bcb55da0450c5;09/12/2017;delivered;2017;12;01/12/2017;Sim;96b3ea36ae6536e8d46ac247b72b9364;RJ;fb55982be901439613a95940feefd9ee;papelaria;3d871de0142ce09b7081e2b9d1733cb1;79;32,49;111,49
023af4b88d12c9f3f56bcb55da0450c5;09/12/2017;delivered;2017;12;01/12/2017;Sim;96b3ea36ae6536e8d46ac247b72b9364;RJ;f1b067568bb39768f754b0d1ab1abcf6;papelaria;3d871de0142ce09b7081e2b9d1733cb1;99;3,25;102,25
0256530d814cde05587fcd8e1b992bc8;28/09/2017;delivered;2017;9;01/09/2017;Sim;023d1d56f9187c91230a4e8b50ab6fb3;BA;bb50f2e236e5eea0100680137654686c;beleza_saude;f7ba60f8c3f99e7ee4042fdef03b70c4;325;18,71;343,71
0260b4ed1d24feacffa9d9783016a467;21/03/2017;delivered;2017;3;01/03/2017;Sim;b8cc30d4bb91f771891ae6aace4270b5;SP;98e91d0f32954dcd8505875bb2b42cdb;climatizacao;01cf7e3d21494c41fb86034f2e714fa1;59,9;15,63;75,53
02623e799dcc1e41066ddfe4af591f24;06/12/2017;delivered;2017;12;01/12/2017;Sim;5ffea9b2ecf7eb23b4db0b1c4f76765d;DF;ffd34459c21034d1da6df9800de0d7a3;beleza_saude;11bfa66332777660bd0640ee84d47006;52,99;15,12;68,11
02645c905eb7d1591a679f9bc3b669fd;26/01/2018;delivered;2018;1;01/01/2018;Sim;7d81b5f1ff0e0a22a9496943f1df6cbd;SP;9f1c3e71d56894398a42b050b07f1baa;cool_stuff;92eb0f42c21942b6552362b9b114707d;12,77;7,78;20,55
02680f764ca402aabbb86572ed2731ef;28/05/2017;delivered;2017;5;01/05/2017;Sim;30aeb7b5117f7b889862eaa74b545e2d;SP;af62192c9415dbf2b36c294762acd9ed;moveis_decoracao;63b464dbf392c7b80d12d932fa7cafed;169;16,89;185,89
027286057add812ecb77ad0b23604c06;03/03/2018;delivered;2018;3;01/03/2018;Sim;8f039377398b08c900778a60909d1e49;MG;d1c427060a0f73f6b889a5c7c61f2ac4;informatica_acessorios;a1043bafd471dff536d0c462352beb48;149;23,84;172,84
027ae252d37e5527c2e109e268b222e2;19/05/2018;delivered;2018;5;01/05/2018;Sim;059571e02973e94b854b30987635dcb1;SP;422879e10f46682990de24d770e7f83d;ferramentas_jardim;1f50f920176fa81dab994f9023523100;53,9;14,47;68,37
02875e2e1d01d7a1533215fb97510b06;25/08/2017;delivered;2017;8;01/08/2017;Sim;9f64e91e123214007c18425d4a0be8db;SP;fd1446e03cb63518fdc2d2e91f6208b2;papelaria;aba1721a889e04decc910aa13b768ef4;199;8,65;207,65
02971473bcfb16642904d57bc3be50b8;30/06/2017;delivered;2017;6;01/06/2017;Sim;42dfe5520e445df2b7fa0b6e0cbab834;SP;c6dd917a0be2a704582055949915ab32;cool_stuff;7a67c85e85bb2ce8582c35f2203ad736;99,99;11,9;111,89
02a98752595ee9d94c570ad3e18055b4;02/08/2018;delivered;2018;8;01/08/2018;Sim;7bb5b53c7d838d8ca7e94ce809b7d784;SP;11dcc970f7a5581e1bf777b6da3f7096;utilidades_domesticas;06579cb253ecd5a3a12a9e6eb6bf8f47;68,9;11,5;80,4
02b7e7c49710de373ce4bb83fd4bf81d;10/05/2017;delivered;2017;5;01/05/2017;Sim;958a6f45092caf24c9c986aae8324cae;PR;095cb863f2b04911455ad33f5177062e;livros_interesse_geral;2059c39f76271d4ca3f15b5ffaccc8b8;53,9;13,4;67,3
02bee300cb834a5d334ae42fdc325e7a;19/06/2018;delivered;2018;6;01/06/2018;Sim;9172f54a6e979ee28aaaada718189c9b;SP;0b6a32b32a7dc68b12e8a0e0805c44d5;relogios_presentes;fa1c13f2614d7b5c4749cbc52fecda94;195,9;8,63;204,53
02c8875e5351540e76019fb7429e163f;15/02/2018;delivered;2018;2;01/02/2018;Sim;7cbc9e8aed4560ebfd0195b5aa3be49c;SP;a76d6212f99d1253fb7bcfe02ce87d8a;eletronicos;8b321bb669392f5163d04c59e235e066;9;7,78;16,78
02da43e64b38100ea4b0b4a76cc2ba66;24/05/2017;delivered;2017;5;01/05/2017;Sim;3f4b4fe7e5dbc66d4c5a38904823d1e0;RS;26dbcaad027ebbead6bb387c7d68abca;brinquedos;46dc3b2cc0980fb8ec44634e21d2718e;249,99;18,32;268,31
02dbd29bc7a490d582762fae9f0fd997;24/11/2017;delivered;2017;11;01/11/2017;Sim;8aa4d935310fc9211fa1e78dcf74babe;MA;c863f578eb77e9238bfc0db8d0ffa3c8;automotivo;b4ffb71f0cb1b1c3d63fad021ecf93e1;48,3;21,15;69,45
02de39953ce1cf1f7c6d46aac400ee82;23/07/2018;delivered;2018;7;01/07/2018;Sim;7856aaac2fe87c5394fac93513ff254d;PR;44d097d59e8430f88a67517cd0c4f865;fashion_bolsas_e_acessorios;6560211a19b47992c3666cc44a7e94c0;69;18,58;87,58
02e8498a91ec0e72dfaff47b27c805a3;03/11/2017;delivered;2017;11;01/11/2017;Sim;c4866f0b17eceb1322854c023648a596;RS;76f4d017416dbf316f05abe3a1aa04df;fashion_calcados;7142540dd4c91e2237acb7e911c4eba2;84,9;17,84;102,74
02ed3b96772956405d25c2d35c766c68;11/04/2018;delivered;2018;4;01/04/2018;Sim;526e982e0217539da2d43a01848404a6;MG;1becf32f9c527bad8d88e8e6aa99f021;papelaria;2a84855fd20af891be03bc5924d2b453;89,9;9,36;99,26
02ff3675b59b53ca5cdcb2b6752aeea1;02/02/2017;delivered;2017;2;01/02/2017;Sim;b537b5df21ba82fe48ad320005fdb620;RS;d465fef4e52e46bc9e04996b37789bbd;ferramentas_jardim;8a87611c08849ffeeccab52aa798b6c7;53,95;15,59;69,54
03138c298bfe1ee7855eefc9442346a8;15/06/2018;shipped;2018;6;01/06/2018;Não;462025be11ad81e8138837f833b827c9;RJ;fb2f2ec90b4ee90ad257bbf89d01247e;cama_mesa_banho;1835b56ce799e6a4dc4eddc053f04066;40;19,47;59,47
03181fddac1b424c893821ec539b2abf;05/05/2018;delivered;2018;5;01/05/2018;Sim;2e3c87a1fe28dc56e695f7584818c62b;SP;f60e19fc3b0ee38735e6a6fefe937bdf;sinalizacao_e_seguranca;6481e96574816ead57975da2c0f6d80d;7,9;7,87;15,77
033ccfbdfc4d29677b7e1e6df3a82820;22/04/2017;delivered;2017;4;01/04/2017;Sim;718f5495b3bce9a9f415631186f52956;SP;8c5876b1c7768217964f353bc7e64393;telefonia;0db783cfcd3b73998abc6e10e59a102f;49;10,96;59,96
034198ae241b34a9bc0d85282408937e;31/01/2018;delivered;2018;1;01/01/2018;Sim;c7a4f3b89bd89c8b47b3eab4a1df1176;SP;fd4a96848f84ddaabcdc5bdbf831a194;informatica_acessorios;165fc07beebdcb6190fba8a06db2a449;89;12,75;101,75
034733b9cacb3d55bce1e49c422ae3e7;19/03/2017;delivered;2017;3;01/03/2017;Sim;715a6dcab7854c0e90e76c99e19402ae;SP;22594ba8fd9a72ad95d352929c821560;moveis_escritorio;7c67e1448b00f6e969d365cea6b010ab;99,99;20;119,99
0355ae43910316435f24cb54605a820d;02/04/2018;delivered;2018;4;01/04/2018;Sim;36774face3b8ee84925f7ed49dd56c42;SP;d12ad7f92749db41296a64e02c0bd5c8;eletronicos;8b321bb669392f5163d04c59e235e066;12,95;7,39;20,34
03572de4ee0598b00c48f6de965fcf78;26/07/2018;delivered;2018;7;01/07/2018;Sim;bcd0281b473e8ed4e0a1e37d73e059f6;PE;e303dfa61ada1f0823b4775f192606b3;malas_acessorios;058cb5aeb36d7c0fcae20fc85d5e0a59;148,5;165,32;313,82
037578a0b32fa190a1fe9f1de5fd3f30;18/04/2018;delivered;2018;4;01/04/2018;Sim;66d451e8b96fc3b1c1c6aba4e5cdf6e7;BA;8f3746a9c5411cc7cfb03660326cd189;informatica_acessorios;9f505651f4a6abe901a56cdc21508025;24,99;17,06;42,05
037ded3ba29ebe9a96acb1177cc52b51;26/10/2017;delivered;2017;10;01/10/2017;Sim;b4bb8edf40ac2899a46919469fd8d21b;MG;f6ba4f9e6851627ea2d5ec8b06d471d2;automotivo;6a8b085f816a1f75f92dbac6eb545f8f;49,9;11,85;61,75
037e725440b59939735ae0aff888a015;17/11/2017;delivered;2017;11;01/11/2017;Sim;636be70d7b46fb1db9836009fa61d6ff;RS;1c33c71830d320620439a3236a1c4ae1;livros_interesse_geral;527801b552d0077ffd170872eb49683b;108,9;21,25;130,15
03a312126d4985217afef2625df60af4;10/04/2018;delivered;2018;4;01/04/2018;Sim;393df32d466d4952412196461ac05d52;SP;16c4e87b98a9370a9cbc3a4658a3f45b;instrumentos_musicais;d23019c84ffae2d5ef2270367b8605fc;1890;73,14;1963,14
03a4aaab0b783a1be23b30e360c067d4;08/11/2017;delivered;2017;11;01/11/2017;Sim;c3490dcedf42cc4adaed83f6360bfa1b;DF;3516632e8f52b679ff83d1665ecc990e;informatica_acessorios;e9bc59e7b60fc3063eb2290deda4cced;75,9;25,81;101,71
03ad48120321b06697272dfa53deff2b;22/08/2018;delivered;2018;8;01/08/2018;Sim;81434b9d10a7796f96c83d3b6695016a;SP;a7216be504e1ff211b67479ab193a552;utilidades_domesticas;a2e874074c877c5a05abae80ad6e488f;69,9;21,13;91,03
03d3db2eb72705d4b4dd30987cf610f8;09/04/2018;delivered;2018;4;01/04/2018;Sim;670ec71eb17d748055f9fa2a0d111979;MG;9545d45c37449ccbc376de3a04c66e71;beleza_saude;431af27f296bc6519d890aa5a05fdb11;135,9;21,88;157,78
03da04c1427d7b8bff38d76efca1029d;13/12/2017;delivered;2017;12;01/12/2017;Sim;709116483105e4198b439016da66d4d0;PR;638882546765f357dc667b5987ceb69d;ferramentas_jardim;f67efa3f0b6761102a7f8c6b7b571f5d;95,99;12,38;108,37
03e533f76e0f8827796f3d0a45c61dc0;01/04/2018;delivered;2018;4;01/04/2018;Sim;fafd3c824051e968be7f96ab5f6ccd90;SP;8bab563be2e3316280e3990af91da7b7;eletronicos;128639473a139ac0f3e5f5ade55873a5;18,9;13,47;32,37
03e707d64a286c3fbad59b8c89cafd95;24/03/2018;delivered;2018;3;01/03/2018;Sim;52857131a4ec3f7a9ffcfdfa5d417ae4;GO;cd89ce90d4c33b04851f90bcf1ec521a;automotivo;34056b8b55c1775a22af2331670a799c;124,7;19,84;144,54
0420dbc50fc554e303e4b2d6b39063f6;17/11/2017;delivered;2017;11;01/11/2017;Sim;ba5a299fef88320dbdadd124f5333bc6;SP;7d854ab97c64ef9df2bbfaf332765786;cool_stuff;aac29b1b99776be73c3049939652091d;64,9;26,98;91,88
0420dbc50fc554e303e4b2d6b39063f6;17/11/2017;delivered;2017;11;01/11/2017;Sim;ba5a299fef88320dbdadd124f5333bc6;SP;84a87daa85c8b432d90bc1baa0cb4388;bebes;aafe36600ce604f205b86b5084d3d767;59,9;15,94;75,84
0420dbc50fc554e303e4b2d6b39063f6;17/11/2017;delivered;2017;11;01/11/2017;Sim;ba5a299fef88320dbdadd124f5333bc6;SP;fdba6f37e0258dbca54eb0ed8b293ae0;bebes;aafe36600ce604f205b86b5084d3d767;59,9;14,72;74,62
042649285cd08ef7c546445419b43407;13/03/2018;delivered;2018;3;01/03/2018;Sim;8e4a0eaf18400c5715796fc724708d00;BA;927225847efa8853ebf52c9b5b9b8cc6;bebes;855668e0971d4dfd7bef1b6a4133b41b;59,99;18,35;78,34
04287a84357d7a29361c0948ee9bb4b4;24/06/2018;delivered;2018;6;01/06/2018;Sim;1a6619159ba150721453e7a7650ae0ab;MG;7564c1759c04fc0a38f2aa84f7a370ee;construcao_ferramentas_construcao;6860153b69cc696d5dcfe1cdaaafcf62;42,97;23,1;66,07
042c384c3edbe39a47895217eb5e90a4;03/05/2017;delivered;2017;5;01/05/2017;Sim;c54f1cbae6276adf60d6e66d6543a1ee;SP;b3cd491b3a347c8becc23fa5515440f9;utilidades_domesticas;b6d44737c043328708f6749c2dbe50bd;145;28,2;173,2
042cfa84b1415cdcea821bcbc1bb8f4c;17/12/2017;delivered;2017;12;01/12/2017;Sim;c6a3e1a0af3891b7f81c78d1ccb16f5b;SP;03552ec45033c8658713c541f6af9f05;beleza_saude;2e1c9f22be269ef4643f826c9e650a52;54,49;7,78;62,27
043f43899c67438005004d160d18f55c;13/06/2018;delivered;2018;6;01/06/2018;Sim;8f017d0d38c8cc245c816da55fe4a590;SP;8032bb148ff355a9d402573fbd6c4b89;fashion_bolsas_e_acessorios;1f1bb1f0859883505541bdd6606193e5;225;8,84;233,84
044406a115a855072a8e79d38f028a80;01/08/2017;delivered;2017;8;01/08/2017;Sim;c2fd07c064da726f771496f47be85d7f;RS;bbaef2eadf31fe3ea6702077398be06c;perfumaria;cc419e0650a3c5ba77189a1882b7556a;56,99;14,15;71,14
044496e055fca9c2f17e1309e77a48b6;13/09/2017;delivered;2017;9;01/09/2017;Sim;9d31491a1bcaf9849aaf5459d56971d6;SP;b75bc6d95abd11862892008658b17f49;utilidades_domesticas;53e4c6e0f4312d4d2107a8c9cddf45cd;131;25,23;156,23
0449fc8e83f3042e2e415a2bc3f2a424;20/04/2018;delivered;2018;4;01/04/2018;Sim;e21d7ebfedc67c1a6678e37c53a78a4d;MG;c62b9187381d86ae031b0bac9ead4b3d;moveis_decoracao;1025f0e2d44d7041d6cf58b6550e0bfa;230;19,49;249,49
044bcd01474ba715e7cb11d5a70ccf0e;23/03/2018;delivered;2018;3;01/03/2018;Sim;ab8c0f0638baa6bf18c7533cc06d83c1;RJ;aca2eb7d00ea1a7b8ebd4e68314663af;moveis_decoracao;955fee9216a65b617aa5c0531780ce60;69,9;20,06;89,96
0452166f3b0d8e378179ecea1efdfe05;10/08/2018;delivered;2018;8;01/08/2018;Sim;f9ea98973ad5377b86d588b734afda06;PR;40df4be4429553e18755913ac3cfeac5;instrumentos_musicais;ff1e15b778c700abdd4d239b81ac466d;59,9;11,91;71,81
04689f2d82bbf4efb4cd3300961d4211;11/06/2017;delivered;2017;6;01/06/2017;Sim;76621e79f527ea4202b8f05ee88ecd54;SP;619d72a5e53d41d7646274a3fa20c2c4;informatica_acessorios;3bb548e3cb7f70f28e3f11ee9dce0e59;79,9;15,31;95,21
0478ce23b7b39ac01b3bbd39109b083a;10/08/2018;delivered;2018;8;01/08/2018;Sim;58a6c377f5305b1cdfa593156d15b147;SP;a8b0dd2c57b49b649373ff5a495a697e;informatica_acessorios;8e8a7ce9f2f970dc00e2acf6f6e199f6;135;16,05;151,05
048beca6ccda094fb80bbc704d7c493d;28/04/2017;delivered;2017;4;01/04/2017;Sim;0009a69b72033b2d0ec8c69fc70ef768;SP;994e65eb77f3501f497e7fd860b0ea9e;ferramentas_jardim;79ed755314cfe6df0daef2c6cd3022cd;159,9;13,7;173,6
048f3e9b77a965f84a501a7f29076128;28/07/2017;delivered;2017;7;01/07/2017;Sim;78a198d1efd0b8219f1be948094c5ff0;SP;022ff42cced44a2b2cca57061cabb526;esporte_lazer;c3867b4666c7d76867627c2f7fb22e21;439,9;14,58;454,48
0499c7fe87611ea8ba76fc6ddceaad0e;30/07/2018;delivered;2018;7;01/07/2018;Sim;a4cc4219f6af8bca6fa018f03aa054ac;MG;282d6e7d6d123206300fc97fb779d569;construcao_ferramentas_seguranca;14a08204d03bb6b6bde8029f801ae0eb;69;15,58;84,58
04a59fe46fc5aa341da5378c195ed53c;26/11/2017;delivered;2017;11;01/11/2017;Sim;2d8748fb35d51c2fd273ee67fff78b7a;PR;2a15783d3cb601f8d9a6a86806b037b3;bebes;855668e0971d4dfd7bef1b6a4133b41b;60;15,18;75,18
